name	Active_1	CR_1	Active_2	Active_3	CR_2	Active_4	CR_3	CR_4	CR_5	Active_5	Active_6	CR_6	Active_7	Active_8	CR_7	CR_8	Active_9	CR_9	CR_10	Healthy_1	Healthy_2	Healthy_3	Healthy_4	Healthy_5	Healthy_6	Healthy_7	Healthy_8	Healthy_9
hsa-miR-338-3p	42	38	37	7	6	10	30	5	51	54	49	12	55	21	12	18	118	7	10	30	17	24	25	58	39	21	7	26
hsa-miR-338-5p	11	9	11	1	0	3	3	2	1	9	4	2	34	5	12	2	35	0	0	5	7	9	8	10	9	1	5	1
hsa-miR-339-3p	818	395	375	74	68	67	122	388	514	1160	387	183	1031	269	49	358	2158	45	151	189	270	306	263	419	622	283	145	237
hsa-miR-339-5p	632	311	247	28	54	34	87	214	203	609	317	40	893	142	43	235	1261	43	58	107	187	161	121	247	384	191	127	121
hsa-miR-33a-3p	6	3	3	0	0	3	1	0	0	6	4	3	13	0	0	3	16	0	0	6	3	2	5	5	7	1	0	4
hsa-miR-33a-5p	79	41	33	9	6	7	23	16	19	60	27	1	87.5	20	12	26	149	16	8	57	45	39	48	84	101	51	21	35
hsa-miR-33b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-33b-5p	28	19	23	2	2	2	5	12	29	54	17	2	34.5	7	0	20	76	0	12	14	12	10	4	20	28	6	0	7
hsa-miR-340-3p	156	83	105	15	12	15	11	14	35	148	66	2	134	11	6	25	223	5	20	77	64	77	40	124	195	86	27	48
hsa-miR-340-5p	2793	2029	2015	112	84	287	533	219	1076	1709	1557	129	3664	387	198	439	5224	323	215	1066	1324	954	847	1334	2567	1592	458	824
hsa-miR-342-3p	661	577	309	28	81	123	350	184	757	1242	732	144	1120	271	98	185	1204	70	143	746	1444	814	330	2088	2928	771	325	616
hsa-miR-342-5p	505	333	164	23	66	69	252	161	427	475	450	99	559	183	53	134	400	47	66	122	133	171	85	266	317	145	85	110
hsa-miR-345-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-345-5p	330	161	162	76	18	25	35	182	294	262	135	53	336	122	34	113	511	22	61	33	78	78	52	100	153	98	53	34
hsa-miR-34a-5p	5	2	1	3	3	0	1	7	0	13	54	0	56	2	0	5	8	0	0	2	0	0	0	4	1	2	2	0
hsa-miR-34b-3p	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-34c-5p	0	0	1	2	0	1	8	7	0	4	0	0	8	7	2	0	1	0	0	1	1	2	1	1	0	3	1	0
hsa-miR-3605-3p	138	64	71	6	17	15	38	21	59	120	100	17	174	29	16	18	176	16	10	72	66	80	42	77	109	46	41	44
hsa-miR-3605-5p	10	10	17	0	2	4	2	0	8	24	4	2	32	2	3	4	27	5	4	6	5	10	1	6	9	5	4	6
hsa-miR-3609	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-361-3p	312	198	250	29	35	39	124	99	508	366	227	43	582	77	30	212	651	7	94	97	123	144	98	164	247	140	59	76
hsa-miR-361-5p	243	132	203	2	8	25	40	44	127	206	171	20	531	35	30	54	392	5	11	101	104	187	72	159	280	155	78	68
hsa-miR-3611	0	0	5	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	1	1	1	0	2	3	1	0	0
hsa-miR-3613-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	1	11	5	0	0
hsa-miR-3613-5p	20	13	18	0	0	0	2	0	0	7	12	0	32	0	0	0	17	4	1	7	3	4	5	7	3	11	2	0
hsa-miR-3614-3p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-3614-5p	0	2	0	0	0	0	0	8	6	0	0	1	0	1	0	2	0	0	0	2	1	5	0	3	1	0	0	0
hsa-miR-3615	1349	746	1000	145	110	97	248	656	871	2285	1042	198	3271	546	206	791	4523	129	392	344	253	723	242	412	700	402	235	300
hsa-miR-3616-3p	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3617-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3617-5p	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	3	1	1	0	0
hsa-miR-3619-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-362-3p	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2
hsa-miR-362-5p	4	0	5	2	5	0	1	0	0	4	18	1	12	0	0	1	11	0	0	1	3	11	2	14	16	4	0	2
hsa-miR-3620-3p	3	1	4	0	0	0	1	0	0	11	0	0	0	0	0	0	2	0	0	2	0	0	0	2	1	0	3	2
hsa-miR-3620-5p	9.67	5	5.5	0	9	1.5	0	3	2	4.5	3	0	17.5	8	2	7	8	0	2.5	2	0	1	1	5	1	1	1	1
hsa-miR-3622a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-363-3p	325	278	241	39	23	40	112	79	476	394	194	76	468	58	71	140	371	77	68	92	173	105	89	145	204	245	74	65
hsa-miR-363-5p	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	1	0	1	0	0	0
hsa-miR-3651	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	5	0	0	1	1	0	0	0	0	0	0	0	0
hsa-miR-3652	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3655	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-365a-3p	0	0.5	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0	0	2.5	1.5	0.5	1	0.5	0.5	0	1	0	0
hsa-miR-365a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0
hsa-miR-365b-3p	0	0.5	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0	0	2.5	1.5	0.5	1	0.5	0.5	0	1	0	0
hsa-miR-365b-5p	2	0	0	0	0	0	1	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3661	20	3	7	0	2	1	3	0	12	9	11	0	29	0	0	0	33	1	1	1	1	6	2	3	3	3	1	1
hsa-miR-3663-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3665	1	2	1	0	0	0	0	0	0	0	5	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0
hsa-miR-3667-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3667-5p	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	1	1	1	2	0	0
hsa-miR-3668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3675-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3675-5p	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	8	11	0	0	0
hsa-miR-3677-3p	105	22	31	0	4	6	6	11	32	106	43	25	131	15	9	39	197	7	2	16	18	24	9	29	28	20	9	19
hsa-miR-3677-5p	0	0	3	0	0	0	0	0	0	5	2	0	0	0	0	0	2	0	4	0	0	0	2	0	2	0	2	2
hsa-miR-3678-3p	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-3678-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3679-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-3679-5p	24	10	64	3	0	4	1	2	0	42	21	1	119	5	3	0	119	1	1	7	3	34	6	17	19	2	8	6
hsa-miR-3682-3p	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	4	0	0	0
hsa-miR-3684	1	1	1	0	0	0	0	0	0	1	0	0	10	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0
hsa-miR-3685	0	0	1	0	0	0	0	0	7	1	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-3688-3p	5.5	7.5	6.5	0	0	1	0	0.5	11	3.5	0	0	3	0	1	0	2.5	0	2.5	0.5	5.5	0	0	0	2	3	0.5	1
hsa-miR-3688-5p	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-369-3p	22	23	27	0	0	0	0	2	1	31	65	3	144	0	4	0	16	1	0	48	49	25	11	68	94	78	20	16
hsa-miR-369-5p	39	27	56	2	0	4	22	5	2	69	83	12	165	7	10	0	13	3	2	65	68	38	24	123	140	89	32	39
hsa-miR-3690	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0
hsa-miR-3691-3p	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-3691-5p	7	1	4	0	0	0	1	0	0	13	14	0	33	1	0	4	14	1	0	2	2	6	1	1	3	1	2	0
hsa-miR-3692-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-370-3p	144	28	64	4	6	3	9	80	40	260	148	10	187	15	0	47	55	8	6	41	33	43	25	151	192	78	42	30
hsa-miR-370-5p	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	3	0	0	0	0	0	0	4	5	0	3	1
hsa-miR-371a-5p	1	2	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-371b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-371b-5p	1	1	2	0	0	0	0	2	14	0	0	1	0	0	0	4	0	3	6	0	0	4	0	0	1	0	0	0
hsa-miR-372-3p	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-373-3p	0	2	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0
hsa-miR-373-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-374a-3p	181	175	205	6	6	16	40	10	159	194	232	10	446	65	49	34	441	17	40	85	97	100	54	130	191	124	56	71
hsa-miR-374a-5p	74	84	122	7	4	10	54	19	51	125	144.33	6	197	10	16	26	253	14	9	50	44	34	20	47	91	101.33	27	19
hsa-miR-374b-3p	22	13	26	1	3	5	9	4	2	39	9	1	81	4	1	4	81	5	3	6	14	7	11	19	23	21	8	12
hsa-miR-374b-5p	108	83	150	11	10	20	70	8	97	99	183.33	5	372	10	28	24	272	30	9	102	111	135	45	128	250	173.33	53	72
hsa-miR-374c-5p	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0
hsa-miR-375-3p	5	2	32	0	0	0	4	5	11	11	70	11	41	2	8	14	14	5	4	4	1	3	3	3	5	4	3	4
hsa-miR-376a-2-5p	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	3	0	0	0	3	0	0	1	5	0	0	0
hsa-miR-376a-3p	3	2.5	3.5	1.5	0	0	1.5	0	2.5	3	3	0	3	0	0	0	0	0	0	2.83	1	0.5	0.5	2	6.5	4	2.5	2
hsa-miR-376a-5p	11	4	11	0	1	4	3	11	2	25	24	1	24	0	6	3	9	0	0	14	20	5	3	31	45	16	5	9
hsa-miR-376b-3p	1	0	1	0	0	1	0	0	0	6	5	0	12	0	0	0	3	0	0	0.33	0	2	0	13	9	1	0	2
hsa-miR-376b-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-376c-3p	18	4	11	0	1	8	3	11	0	33	14	1	19	2	0	0	7	0	0	2	16	10	2	34	44	23	6	13
hsa-miR-376c-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-377-3p	6	0	3	0	0	0	0	0	0	1	8	0	17	0	0	0	3	0	0	5	8	3	3	8	10	3	1	2
hsa-miR-377-5p	44	8	13	0	0	2	2	24	9	49	60	1	53	8	1	2	7	1	0	18	6	14	5	29	52	19	8	7
hsa-miR-378a-3p	888.25	692.6	876	136.5	144.9	119	286.5	1145.6	1589.58	1751.25	1101.85	297.95	2327.45	468.5	268.7	1125.4	3171	153.5	409.8	386.5	485.4	383.5	314.4	657.7	949.95	518.9	259.7	277.6
hsa-miR-378a-5p	4	2	1	0	0	0	0	0	1	2	1	0	2	0	0	0	2	0	0	0	0	0	1	1	5	0	0	0
hsa-miR-378b	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378c	22.25	17.6	28	7	3.9	3	2.5	10.1	55.58	41.25	23.35	14.95	32.45	9.5	10.7	20.4	73.5	8.5	7.8	6.5	15.9	8.5	7.9	8.2	22.45	11.4	4.7	8.1
hsa-miR-378d	46.25	15.6	19.5	1	0.4	3	10	36.6	26.25	74.75	32.85	11.45	82.95	13	15.2	24.4	118	3	2.8	17	14.4	16	6.4	20.2	34.95	14.4	7.7	6.6
hsa-miR-378e	1	0.6	0	0	0.4	1	1	1.6	0	0	0.6	0.2	0.2	0	8.2	1.4	0	1	0.8	0	0.4	0	0.4	1.2	0.2	0.4	0.2	0.6
hsa-miR-378f	0	1	0	0	0	0	1	0	3	2	0	1	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378g	3	0	0	0	0	0	2	3	0.33	1	0	1	7	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0
hsa-miR-378h	0	0	0	0.5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-378i	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0
hsa-miR-378j	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-379-3p	4	4	12	0	0	0	6	0	2	26	24	0	40	6	1	4	6	0	1	8	6	8	0	23	17	13	5	4
hsa-miR-379-5p	4	1	1	0	0	0	10	0	1	8	6	1	23	1	0	1	1	1	0	0	1	0	2	10	4	0	2	1
hsa-miR-380-3p	5	2	9	0	0	1	1	0	0	5	4	0	24	0	0	1	2	1	0	5	17	6	1	12	18	13	0	2
hsa-miR-381-3p	555	190	463	63	27	41	84	145	122	1410	770	76	1347	135	40	222	419	31	40	399	220	166	122	554	782	352	183	171
hsa-miR-381-5p	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	3	0	3	0	0	0
hsa-miR-382-3p	1	0	6	0	0	0	5	0	0	0	10	4	15	0	2	0	0	0	0	2	2	2	0	3	13	5	2	3
hsa-miR-382-5p	40	2	62	1	2	3	4	3	8	76	102	2	294	0	4	5	29	2	2	48	27	33	10	103	99	32	18	10
hsa-miR-383-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3907	0	1	5	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3909	4	5	2	0	1	1	0	0	20	11	15	0	19	7	0	1	27	0	5	3	0	2	2	5	7	2	0	1
hsa-miR-3911	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-3912-3p	13	8	8	0	0	0	2	0	0	5	12	0	2	0	5	2	11	0	1	2	2	3	5	2	12	6	1	4
hsa-miR-3913-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
hsa-miR-3913-5p	8.5	1	6	0	0	0	3	3.5	0	7	2	0	4	0	0	1	6.5	0	2	0	2.5	1.5	0	1.5	2.5	2.5	0	1.5
hsa-miR-3916	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-3918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-3920	0	0	2	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	1	2	0	1	0	0	0
hsa-miR-3923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3928-3p	9	5	8	0	0	1	0	1	1	17	2	0	30	8	1	4	39	0	2	3	5	4	0	3	2	4	4	5
hsa-miR-3928-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3934-5p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3936	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3938	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3939	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	1	3	0	0	0	0	0	1	0	1	0	0	1
hsa-miR-3940-3p	1	1	4	0	0	0	0	0	0	5	2	0	3	0	0	0	3	0	0	0	4	0	0	2	4	5	2	0
hsa-miR-3940-5p	0	0	0	0	0	0	0	2	0	4	0	1	0	0	0	0	1	0	0	0	2	0	3	0	0	0	1	0
hsa-miR-3942-3p	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	3	2	5	0	0
hsa-miR-3942-5p	0	0	1	0	0	0	0	0	0	0	8	0	1	0	0	0	9	0	2	0	4	0	0	0	0	1	0	0
hsa-miR-3944-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-3960	219	226	75	27	19	10	60	33	50	98	94	34	79	42	27	41	76	4	56	27	45	21	21	54	59	30	40	24
hsa-miR-409-3p	1576	466	936	47	41	131	214	301	277	2405	1798	92	3580	283	102	229	596	41	55	1309	884	661	514	2185	2877	1197	800	636
hsa-miR-409-5p	3	4	4	0	0	0	0	0	0	17	15	0	27	1	0	0	0	0	0	2	3	2	2	5	12	3	2	2
hsa-miR-410-3p	447	238	468	22	11	63	199	69	127	710	1062	50	1580	71	49	81	250	36	31	393	340	156	124	499	891	506	200	153
hsa-miR-410-5p	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-411-3p	4	6	8	5	0	1	0	0	6	17	13	4	20	1	1	1	4	0	0	8	3	4	6	16	17	11	4	6
hsa-miR-411-5p	656	177	361	55	27	40	64	296	210	1596	638	89	1353	144	52	227	440	24	60	243	203	134	95	451	599	288	128	156
hsa-miR-412-3p	0	2	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-412-5p	15	9	0	0	0	0	0	8	1	19	8	0	52	0	1	0	0	0	0	9	2	2	0	0	11	0	0	1
hsa-miR-421	261	177	302	37	33	28	76	74	159	315	260	45	653	74	23	114	751	41	40	138	113	155	90	267	378	168	57	92
hsa-miR-422a	0	0	0	0	0	2	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	1	2.5	3	2.5	2.5	4.5	0.5	1	2.5
hsa-miR-423-3p	27387	13173	16453	1967	2018	2581	5414	10438	11361	31970.5	17551	2648	37153	7302	2059	9415	60668	1913	3743	5954	6103	9185	5163	11565	17093	7201	3565	4907
hsa-miR-423-5p	150003	72627	143520	9620	14848	15265	41708	44949	67784	179377	131252	17724	237629	36733	16077	42540	295885	12171	22323	45946	36248	73240	43502	80510	85500	38554	24955	31058
hsa-miR-424-3p	110	66	61	8	0	5	37	72	114	61	82	11	208	21	6	63	191	25	32	16	18	39	10	12	48	38	14	4
hsa-miR-424-5p	17	23	23	2	4	2	6	18	29	12	9	1	25	1	3	6	27	0	0	2	14	11	3	7	34	11	8	4
hsa-miR-425-3p	42	31	26	4	6	0	1	42	11	56	26	1	113	11	2	7	129	2	4	8	15	22	12	27	41	19	4	19
hsa-miR-425-5p	2864	1685	1853	187	257	417	872	1106	1839	3395	2098	283	4449	826	467	943	5547	289	369	718	1389	1344	868	1682	2470	1323	524	813
hsa-miR-4259	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
hsa-miR-4271	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4281	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-4284	4	1	0	0	0	0	0	5	0	4	2	0	17	1	0	1	2	0	0	1	2	0	1	3	3	1	0	3
hsa-miR-4286	90	20	48	4	1	5	8	29	27	79	48	8	165	21	0	23	133	1	5	19	41	44	34	24	79	35	21	16
hsa-miR-429	0	0	1	1	0	0	0	0	0	1	2	0	8	5	1	0	7	1	1	0	1	1	0	0	1	2	0	0
hsa-miR-4291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4298	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4301	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	5	2	0	12	8	10	5	14	11	7	6	10
hsa-miR-4306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.5	0	0	0	0	0	0	0
hsa-miR-431-3p	35	7	7	3	0	2	0	2	11	34	29	0	17	1	5	6	4	0	0	7	1	8	7	20	40	15	10	5
hsa-miR-431-5p	336	113	202	16	10	38	77	101	63	725	421	27	712	106	5	88	178	13	13	191	170	108	82	395	405	244	94	98
hsa-miR-432-3p	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-432-5p	1147	220	1263	32	25	80	176	140	80	2265	2735	53	4432	112	49	62	386	41	53	1094	481	675	444	2138	2005	657	550	321
hsa-miR-4323	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4326	0	2	0	0	6	3	4	33	41	36	28	1	57	14	0	16	128	8	1	14	2	17	5	13	27	0	6	5
hsa-miR-433-3p	150	25	141	11	6	15	43	84	27	384	312	8	446	28	9	18	55	12	6	95	44	59	46	188	178	66	47	30
hsa-miR-433-5p	0	0	3	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0
hsa-miR-4421	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
hsa-miR-4422	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0
hsa-miR-4424	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-4425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4429	0	1	0	0	0	0	6	0	0	8	0	0	3	5	0	0	5	0	0	1	0	1	0	2	2	0	0.5	0
hsa-miR-4430	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4433a-3p	1	3	2	0	0	0	0	0	3	10	5	2	16	0	0	3	15	0	0	4	1	2	4	2	7	6	0	2
hsa-miR-4433a-5p	7	1	2	0	1	1	6	0	4	2	9	3	7	4	1	2	14	0	1.5	1	2	4	0	2.5	3	5	0.5	4
hsa-miR-4433b-3p	5216	1981	3238	96	434	431	596	1389	947	4871	4559	802	6134	1030	289	826	13658	284	638	2630	1204	1217	1558	2439	1446	991	334	797
hsa-miR-4433b-5p	6725	3890	4625	200	842	772	2624	1429	1511	10352	12361	999	14799	1756	510	1476	10042	555	833.5	2057	1770	4772	1999	8297.5	7037	2953	1254.5	2695
hsa-miR-4435	16	7.5	12	0	0	0	3	3.5	2.5	33	13	2.5	32.5	3	5.5	5.5	72	0.5	0.5	5	5	13	3.5	10.5	11.5	4	4	5.5
hsa-miR-4436b-3p	3	4.5	4	0.5	1	0	3.5	0	0	8.5	1.5	0	10	1	0	0	9.5	0	1	1.5	0	3.5	1	1	0	0	0	2
hsa-miR-4436b-5p	0	0.5	0.5	0	0	0	0	0.5	0.5	2.5	0	0	0.5	0	0	0	3	0	0	1	0	0.5	0.5	1	0.5	1	0	0
hsa-miR-4437	0	0	0	1	0	0	0	0	10	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0
hsa-miR-4440	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4443	5	10	15	4	3	0	9	9	13	13	48	12	112	9	8	10	26	0	11	2	0	1	4	2	6	1	7	1
hsa-miR-4444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.5	0	0	0
hsa-miR-4446-3p	2542	1066	1478	79	270	256	834	714	576	2542	2348	204	3985	742	166	537	3676	146	272	612	547	1027	646	1329	934	745	339	663
hsa-miR-4446-5p	0	1	0	0	0	0	0	0	0	0	5	0	2	0	0	0	3	0	0	0	0	0	0	0	2	2	0	0
hsa-miR-4448	30	29	20	3	0	3	15	2	26	44	139	19	117	2	1	4	22	2	4	3	3	7	1	6	13	8	0	8
hsa-miR-4449	7	4	5	1	0	1	2	6	4	21	9	0	16	5	2	1	34	3	4	0	1	5	1	5	5	0	3	1
hsa-miR-4451	0	1	0	0	0	0	0	0	1	0	6	0	4	0	3	0	4	0	0	0	0	0	0	0	0	3	0	0
hsa-miR-4454	22	9	24	1	8	5	7	47	72	39	46	13	96	39	16	26	33	9	6	31	47	91	6	71	109	24	23	10
